195,520
195,585
260,585
325,585
325,520
325,455
325,390
325,325
390,325
455,325
455,390
520,390
585,390
585,455
520,455
455,455
455,520
520,520
585,520
585,585
520,585
520,585
585,585
585,520
520,520
455,520
455,455
520,455
585,455
585,390
585,390
585,325
585,260
585,195
585,130
585,65
520,65
455,65
455,130
455,195
390,195
325,195
260,195
195,195
195,130
260,130
325,130
325,65
260,65
195,65
130,65
